name,google_place_id,search_query,latitude,longitude,address,average_rating,review_count,category,description,description_original
Bocaue Falls (Campo Cuatro Falls),ChIJw8WcG3ifqTMRurJ2vPg6eDY,waterfalls in Cebu,10.3295214,123.8182415,"8RH9+R7, Cebu City, 6000 Cebu, Philippines",4.7,3.0,attraction,"Bocaue Falls (Campo Cuatro Falls) attraction Location: Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 15-20 min trek tourist attraction","Location: Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 15-20 min trek"
Paju Falls,ChIJu6TylIZ1qTMRGIM7rYHxmOQ,waterfalls in Cebu,10.3102772,123.7925087,"8Q6V+426, Talisay, Cebu, Philippines",2.5,2.0,attraction,"Paju Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Tinubdan Falls,ChIJz96HUoFSqDMRiWAzJS1YPZE,waterfalls in Cebu,10.7037673,123.96554429999998,"PX38+G63 Brgy, Road, Catmon, Cebu, Philippines",3.6,38.0,nature,"Tinubdan Falls nature Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity nature preserve tourist attraction park","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Matun-og Falls,ChIJA53MLnh3qTMRFBpuge3V85s,waterfalls in Cebu,10.2892623,123.7577063,"7QQ5+P34, Minglanilla, Cebu, Philippines",4.0,6.0,attraction,"Matun-og Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Malubog Falls,ChIJRcCglLx1qTMRu_fbodBr8Gs,waterfalls in Cebu,10.3672356,123.72551869999998,"9P8G+V6R, Malubog - Biga Rd, Toledo, Cebu, Philippines",4.6,26.0,attraction,"Malubog Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Panas Falls,ChIJJ2dbEwCjqTMRSLB0foP9Bu8,waterfalls in Cebu,10.4382625,123.9314011,"CWQJ+8H2, Lanipga, Consolacion, Cebu, Philippines",4.4,7.0,attraction,"Panas Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Sinungkulan Falls,ChIJf7g2bf5xqTMRvwLSx3zHIOc,waterfalls in Cebu,10.2677244,123.6712279,"7M9C+3FQ, Pinamungahan, Cebu, Philippines",4.5,21.0,attraction,"Sinungkulan Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Manggasang Falls,ChIJqw73CWChqTMRmVFAWOAPhJE,waterfalls in Cebu,10.4496065,123.8412273,"CRXR+RFX, Brgy Tagbao Rd, Cebu City, 6000 Cebu, Philippines",5.0,3.0,attraction,"Manggasang Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Kwasan Falls,ChIJYUesWrZ3qTMR_IFpUBtMg10,waterfalls in Cebu,10.2907669,123.7914297,"7QRR+8H3, Minglanilla, Cebu, Philippines",4.3,26.0,attraction,"Kwasan Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Ka-Tinggo Falls,ChIJb-hseIBNqDMRltzlJ--Pi2E,waterfalls in Cebu,10.7151642,123.9750591,"PX8G+327, Catmon, Cebu, Philippines",3.8,12.0,attraction,"Ka-Tinggo Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Busagak Falls,ChIJq60TnTZlqTMR7a6qpH4pCY4,waterfalls in Cebu,10.231073,123.611881,"6JJ6+CQC, Pinamungahan, Cebu, Philippines",4.5,34.0,attraction,"Busagak Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Udlom Falls,ChIJz_22VoVxqTMRD94ZZPxVh9I,waterfalls in Cebu,10.2644364,123.6699262,"7M79+QXF, Pinamungahan, Cebu, Philippines",5.0,7.0,attraction,"Udlom Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
DAO FALLS,ChIJvbpuXQCjqTMRUVQdbvGrP58,waterfalls in Cebu,10.3987767,123.8941359,"9VXV+CVP, Cebu City, 6000 Cebu, Philippines",4.5,2.0,attraction,"DAO FALLS attraction Location: Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 15-20 min trek tourist attraction","Location: Samboan, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, 15-20 min trek"
Busay Falls,ChIJ58BwOoR9qTMRJRhvntyceiA,waterfalls in Cebu,10.1613385,123.6737872,"5M6F+GGM, Cebu S Rd, San Fernando, Cebu, Philippines",4.3,8.0,attraction,"Busay Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Cambanog Falls,ChIJBfGW8m7dqzMR8hx2oAxOvQw,waterfalls in Cebu,9.9948959,123.50309829999998,"XGV3+X65, Unnamed Road, Ronda, Cebu, Philippines",4.5,37.0,attraction,"Cambanog Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Bagatayam Falls,ChIJAQAAAPBRqDMRWZfsKI3-7dk,waterfalls in Cebu,10.7580463,124.0032317,"Q253+679, Sogod, Cebu, Philippines",4.0,34.0,attraction,"Bagatayam Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Esoy Hot Spring,ChIJZ_20foBNqDMR68W6gRDaKG4,waterfalls in Cebu,10.7153671,123.975274,"PX8G+44R, Catmon, Cebu, Philippines",4.2,185.0,attraction,"Esoy Hot Spring attraction Location: Brgy. Duyan, Catmon, Northern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Hot spring, river trekking tourist attraction nature preserve park","Location: Brgy. Duyan, Catmon, Northern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Hot spring, river trekking"
Tumalog Falls,ChIJg2E9ZfN1qzMR1N-Xe5V3dzo,waterfalls in Cebu,9.4860061,123.3696319,"Brgy Natalio Bacalso Avenue, Oslob, Cebu, Philippines",4.6,2816.0,attraction,"Tumalog Falls attraction Photography is popular at this waterfall destination in jungle surrounds with a pool for wading. tourist attraction hiking area sports activity location Location: Oslob, Southern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Waterfalls, Fish spa, Nearby attractions in Oslob",Photography is popular at this waterfall destination in jungle surrounds with a pool for wading.
Liki Falls,ChIJba-Hshp3qTMR1-soRg9QXsg,waterfalls in Cebu,10.2982805,123.7878631,"7QXQ+849, Minglanilla, Cebu, Philippines",5.0,4.0,attraction,"Liki Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Balay’g sawa Falls,ChIJpfHZ5QmdqzMREoJ6M-NUHDo,waterfalls in Cebu,9.5156592,123.3145162,"G887+7R6, Samboan, Cebu, Philippines",4.3,13.0,attraction,"Balay’g sawa Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Dayhag Falls,ChIJSSMybzyYqzMRu1UbRDdhMWI,waterfalls in Cebu,9.6467999,123.4113509,"JCW6+PG9, Boljoon, Cebu, Philippines",4.7,79.0,attraction,"Dayhag Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Bugnawan Falls,ChIJq6qqqrqeqzMRf0gQhj3uP10,waterfalls in Cebu,9.5691896,123.3396441,"H89Q+MVC, Ginatilan, Cebu, Philippines",3.6,10.0,attraction,"Bugnawan Falls attraction Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity tourist attraction","Location: Badian, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: Kawasan Falls, Canyoneering Activity"
Maribago Public Beach,ChIJ6ySGXsqQqTMRRk3pyfCJX50,beaches in Cebu,10.2825995,123.99861659999998,"Maribago Public Beach, Pajac-Maribago Rd, Maribago, Lapu-Lapu, Cebu, Philippines",3.9,266.0,beach,"Maribago Public Beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Rainbow Beach,ChIJv1KZujCdqTMRjVz6L1ymzuo,beaches in Cebu,10.2375763,123.8251119,"6RQG+22Q, Sitio Cainta Rd, Pooc, Talisay, 6045 Cebu, Philippines",3.3,92.0,attraction,"Rainbow Beach attraction Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach tourist attraction","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Seafront Beach,ChIJmbvB_-m8qTMRlsBKWcnblBk,beaches in Cebu,10.4155278,123.9973674,"Seafront Beach, Liloan, Cebu, Philippines",2.7,68.0,beach,"Seafront Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Duawon Beach,ChIJwe0ZcZeQqTMRcQyI7b112-M,beaches in Cebu,10.2645922,123.987059,"Duawon Beach, Marigondon Beach Rd, Lapu-Lapu, Cebu, Philippines",4.4,15.0,beach,"Duawon Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Vaño Beach,ChIJS9SVyoSQqTMR_r6BdUQiRa8,beaches in Cebu,10.2588269,123.9816052,"7X5J+GJQ, Lapu-Lapu, Cebu, Philippines",3.5,814.0,beach,"Vaño Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Tonggo Beach,ChIJp_Zn_ZmQqTMRlmi_WfwGL6k,beaches in Cebu,10.2632145,123.9861095,"Tonggo Beach, Marigondon Beach Rd, Lapu-Lapu, Cebu, Philippines",3.7,42.0,beach,"Tonggo Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Bangkoro Beach,ChIJb0afFee8qTMRbiuGztZQ7so,beaches in Cebu,10.4070561,123.9988808,"Bangkoro Beach, Central Nautical Hwy, Liloan, Cebu, Philippines",4.2,38.0,beach,"Bangkoro Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Paz Beach Resort,ChIJG9JQXumcqTMRWJgTND_Ta2o,beaches in Cebu,10.2478871,123.8575784,"6VX5+524 Paz Beach Resort, Talisay, Lalawigan ng Cebu, Philippines",4.0,88.0,beach,"Paz Beach Resort Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation"
VGL BEACH,ChIJ91Cv8om9qTMR_USQoLPS8Mo,beaches in Cebu,10.3932118,124.0049222,"VGL BEACH, Liloan, Cebu, Philippines",3.9,8.0,beach,"VGL BEACH Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Santiago White Beach,ChIJH1HYf8fNqTMRdMee-MDbHzk,beaches in Cebu,10.5895355,124.3030064,"H8Q3+R66, San Francisco, Cebu, Philippines",4.5,57.0,attraction,"Santiago White Beach attraction Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls tourist attraction","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Banban Beach,ChIJM15Hr4SQqTMRLloU8vBMML4,beaches in Cebu,10.257951,123.980984,"Banban Beach, Marigondon Port Rd, Lungsod ng Lapu-Lapu, 6015 Lalawigan ng Cebu, Philippines",3.1,36.0,beach,"Banban Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Baigad Lagoon Beach,ChIJQQLMF7WHqDMR36mJ20ZmU-g,beaches in Cebu,11.1823614,123.7875903,"Baigad, Bantayan, Cebu, Philippines",4.1,440.0,attraction,"Baigad Lagoon Beach attraction Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls tourist attraction","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Waboo Beach,ChIJCc2YS2-7qTMRVPnFSJH-p7c,beaches in Cebu,10.4485893,124.0108204,"Waboo Beach, Compostela, Cebu, Philippines",4.2,28.0,beach,"Waboo Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Crimson Beach side,ChIJGcYFFEiXqTMR4WARa1cjO_c,beaches in Cebu,10.2956206,124.0147388,"Crimson Beach side, Lapu-Lapu, Cebu, Philippines",4.7,20.0,beach,"Crimson Beach side Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature Travel with Chris A modern-day Renaissance man whose life is a vibrant tapestry of diverse passions and pursuits. A true ""jack of all trades,"" Christian thrives on a dynamic lifestyle that keeps him…","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Ocean Side Beach,ChIJq7kHmFZ4qTMROLtDWZlh1yM,beaches in Cebu,10.2014969,123.7580205,"Ocean Side Beach, Naga, Cebu, Philippines",3.8,20.0,beach,"Ocean Side Beach Ocean Side Beach is a beach located in Cebu, Philippines. beach natural feature","Ocean Side Beach is a beach located in Cebu, Philippines."
Kalubian Beach,ChIJFQNCUQazqTMRxLeiIknm_YI,beaches in Cebu,10.6320402,124.0283721,"Kalubian Beach, Catmon, Cebu, Philippines",4.1,60.0,beach,"Kalubian Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Costanera Beach,ChIJs4prCHm6qTMR_Vc18KuwZRU,beaches in Cebu,10.5102435,124.027836,"Costanera Beach, Danao, Cebu, Philippines",3.4,74.0,beach,"Costanera Beach Costanera Beach is a beach located in Cebu, Philippines. beach natural feature","Costanera Beach is a beach located in Cebu, Philippines."
Orongan Beach Resort,ChIJUfCdFT1nqDMRRkkRFnT_Oek,beaches in Cebu,11.0216138,123.9065186,"2WC4+JJR, San Remigio, Cebu, Philippines",4.2,306.0,beach,"Orongan Beach Resort Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Pump Beach,ChIJ0_-59xx4qTMR0e8B4VG5C1o,beaches in Cebu,10.2304717,123.7826067,"Pump Beach, 569 A. Apostol St., Tungkop, Minglanilla, 6046 Cebu, Philippines",3.5,8.0,beach,"Pump Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
"Happy Beach Cebu, Mactan",ChIJU_IxCS6XqTMRV2W5EBLoxlU,beaches in Cebu,10.2900397,124.0086583,"72Q5+WGF Tambuli Beach, Buyong Rd, Mactan, Lapu-Lapu, Cebu, Philippines",3.6,340.0,accommodation,"Happy Beach Cebu, Mactan accommodation Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center resort hotel hotel lodging","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Blue Hibiscus Beach Camp,ChIJGznepoK8qTMRnZIQyXW5e4Y,beaches in Cebu,10.438129900000002,124.0094018,"Brgy. Estaca, Compostela, Cebu, Central Nautical Hwy, Compostela, 6003 Lalawigan ng Cebu, Philippines",4.3,4.0,beach,"Blue Hibiscus Beach Camp Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature At Cebu Blue Tours, we offer private City and Day trip tours on the Island of Cebu, Philippines. Starting with our City Tours (3 to 4 hours duration) we offer Historical, Mountain and Street Food …","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Bluewater Maribago Beach Resort,ChIJAUcc3zSXqTMR6E6jrOLk728,beaches in Cebu,10.2875282,124.0003102,"Buyong, Maribago Mactan Island PH, Lapu-Lapu, 6015 Cebu, Philippines",4.6,13203.0,accommodation,"Bluewater Maribago Beach Resort accommodation Chic lodging in a thatch-roofed resort offering a private beach, a posh spa & multiple eateries. resort hotel hotel lodging Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls","Chic lodging in a thatch-roofed resort offering a private beach, a posh spa & multiple eateries."
pepito beach,ChIJkfuGOei8qTMRAbnPGN09L5k,beaches in Cebu,10.412351700000002,123.9983523,"pepito beach, Liloan, Lalawigan ng Cebu, Philippines",3.6,66.0,beach,"pepito beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
ELECA BEACH,ChIJQzUaun4HqTMRxhV0lNxMGnw,beaches in Cebu,10.6147961,123.7472245,"ELECA BEACH, Asturias, Cebu, Philippines",4.4,20.0,beach,"ELECA BEACH Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Bluewater Alegrado Beach,ChIJ-QlA2iyXqTMRL-gEYKw3WqU,beaches in Cebu,10.2846239,124.0015434,"Bluewater Alegrado Beach, Maribago, Lapu-Lapu, Cebu, Philippines",3.7,3.0,beach,"Bluewater Alegrado Beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Caohagan Beach,ChIJvcQXCSCPqTMRgWbEMr0Mr1o,beaches in Cebu,10.2039312,124.0177003,"Caohagan Beach, Lapu-Lapu, Cebu, Philippines",4.4,63.0,beach,"Caohagan Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Hoyohoy Beach,ChIJ-0VkX095qTMRUjEt7d9mKhc,beaches in Cebu,10.173038,123.72266669999998,"Hoyohoy Beach, San Fernando, Cebu, Philippines",3.3,7.0,beach,"Hoyohoy Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Golden Horizon Beach,ChIJj7Op3Xy7qTMRX3GDH0PMHaM,beaches in Cebu,10.4411182,124.0096901,"Golden Horizon Beach, Cebu City, Cebu, Philippines",4.6,7.0,beach,"Golden Horizon Beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Canton Beach,ChIJ_TtnHqSdqTMRtCgmSVCH37c,beaches in Cebu,10.246037,123.8522531,"Sioy ata road, 6VW2+CW6, Talisay, Cebu, Philippines",4.6,26.0,accommodation,"Canton Beach accommodation Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach lodging","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Sulpa Beach,ChIJw575NhiRqTMRkr_Aq_Xg5PY,beaches in Cebu,10.237699,124.0110594,"Sulpa Beach, Lapu-Lapu, Cebu, Philippines",3.4,21.0,beach,"Sulpa Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Uncle Mike's,ChIJ_e8i95qQqTMRG0k2tgaKzFw,beaches in Cebu,10.260274,123.9841978,"Uncle Mike's, Lapu-Lapu, Cebu, Philippines",4.0,57.0,beach,"Uncle Mike's beach Reliable Cebu Tours with Local Touch Hi, I'm Jes, a local driver and tour operator based in Cebu, Philippines. I provide safe, comfortable, and well organized private tours around Cebu and nearby … beach natural feature","Reliable Cebu Tours with Local Touch Hi, I'm Jes, a local driver and tour operator based in Cebu, Philippines. I provide safe, comfortable, and well organized private tours around Cebu and nearby …"
Galapagos Beach,ChIJ5YXPXZqQqTMRAUTXYe0eF_M,beaches in Cebu,10.2608814,123.9845807,"Galapagos Beach, Plantation Bay Resort & Spa Mactan, Marigondon Beach Rd, Lapu-Lapu, 6015 Cebu, Philippines",3.7,19.0,beach,"Galapagos Beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Fatima Beach,ChIJy6VX_em8qTMRphzaa35CNsU,beaches in Cebu,10.4150452,123.9973042,"Fatima Beach, Liloan, Cebu, Philippines",3.3,8.0,beach,"Fatima Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
La Vie Liloan Beach Club,ChIJ9Wo5rse9qTMR1kklgJYM2dM,beaches in Cebu,10.3900169,124.0072245,"Tiwasan Catarman, Liloan, Cebu, Philippines",4.8,155.0,beach,"La Vie Liloan Beach Club Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Talisay Public Beach,ChIJpXfpy4kNqTMRkeIWAsbO9U8,beaches in Cebu,10.4587038,123.6804148,"Cotcoton, Balamban, Cebu, Philippines",3.5,10.0,beach,"Talisay Public Beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
